Drama Name,Overall Drama Rating (Out of 10),Actors,Viewship Rate,Genre,Director,Writer,Year,Number of Episodes,Network,Network Type
Moonshine,7.8, Kang Mi-na,5.8,Romance,Hwang In-hyuk,Kim Joo-hee,2021,16,KBS,Broadcast
Moonshine,7.8, Kang Mi-na,5.8, Historical,Hwang In-hyuk,Kim Joo-hee,2021,16,KBS,Broadcast
Moonshine,7.8, Kang Mi-na,5.8, Drama,Hwang In-hyuk,Kim Joo-hee,2021,16,KBS,Broadcast
The sweet blood,6.8,Song Chae-yun,2.5,Fantasy,Ha Han-me,Hwang Da-seul,2021,15,Naver TV Cast,Streaming
The sweet blood,6.8,Song Chae-yun,2.5, Romance,Ha Han-me,Hwang Da-seul,2021,15,Naver TV Cast,Streaming
The sweet blood,6.8, Kim Eo-jin,2.5,Fantasy,Ha Han-me,Hwang Da-seul,2021,15,Naver TV Cast,Streaming
The sweet blood,6.8, Kim Eo-jin,2.5, Romance,Ha Han-me,Hwang Da-seul,2021,15,Naver TV Cast,Streaming
The sweet blood,6.8, Kim Ji-woong,2.5,Fantasy,Ha Han-me,Hwang Da-seul,2021,15,Naver TV Cast,Streaming
The sweet blood,6.8, Kim Ji-woong,2.5, Romance,Ha Han-me,Hwang Da-seul,2021,15,Naver TV Cast,Streaming
The sweet blood,6.8, Cho Eun-ho,2.5,Fantasy,Ha Han-me,Hwang Da-seul,2021,15,Naver TV Cast,Streaming
The sweet blood,6.8, Cho Eun-ho,2.5, Romance,Ha Han-me,Hwang Da-seul,2021,15,Naver TV Cast,Streaming
The sweet blood,6.8, Yoon Da-young,2.5,Fantasy,Ha Han-me,Hwang Da-seul,2021,15,Naver TV Cast,Streaming
The sweet blood,6.8, Yoon Da-young,2.5, Romance,Ha Han-me,Hwang Da-seul,2021,15,Naver TV Cast,Streaming
The sweet blood,6.8, Kim Tae-hwan,2.5,Fantasy,Ha Han-me,Hwang Da-seul,2021,15,Naver TV Cast,Streaming
The sweet blood,6.8, Kim Tae-hwan,2.5, Romance,Ha Han-me,Hwang Da-seul,2021,15,Naver TV Cast,Streaming
Never twice,8.5,Park Se-wan,5.9,Comedy,Choi Won-suk,Goo Hyun-sook,2019,72,MBC,Broadcast
Never twice,8.5,Park Se-wan,5.9, Family,Choi Won-suk,Goo Hyun-sook,2019,72,MBC,Broadcast
Never twice,8.5,Park Se-wan,5.9, Drama,Choi Won-suk,Goo Hyun-sook,2019,72,MBC,Broadcast
Never twice,8.5, Kwak Dong-yeon,5.9,Comedy,Choi Won-suk,Goo Hyun-sook,2019,72,MBC,Broadcast
Never twice,8.5, Kwak Dong-yeon,5.9, Family,Choi Won-suk,Goo Hyun-sook,2019,72,MBC,Broadcast
Never twice,8.5, Kwak Dong-yeon,5.9, Drama,Choi Won-suk,Goo Hyun-sook,2019,72,MBC,Broadcast
Never twice,8.5, Song Won-seok,5.9,Comedy,Choi Won-suk,Goo Hyun-sook,2019,72,MBC,Broadcast
Never twice,8.5, Song Won-seok,5.9, Family,Choi Won-suk,Goo Hyun-sook,2019,72,MBC,Broadcast
Never twice,8.5, Song Won-seok,5.9, Drama,Choi Won-suk,Goo Hyun-sook,2019,72,MBC,Broadcast
Never twice,8.5, Ye Ji-won,5.9,Comedy,Choi Won-suk,Goo Hyun-sook,2019,72,MBC,Broadcast
Never twice,8.5, Ye Ji-won,5.9, Family,Choi Won-suk,Goo Hyun-sook,2019,72,MBC,Broadcast
Never twice,8.5, Ye Ji-won,5.9, Drama,Choi Won-suk,Goo Hyun-sook,2019,72,MBC,Broadcast
Never twice,8.5, Park Ah-in,5.9,Comedy,Choi Won-suk,Goo Hyun-sook,2019,72,MBC,Broadcast
Never twice,8.5, Park Ah-in,5.9, Family,Choi Won-suk,Goo Hyun-sook,2019,72,MBC,Broadcast
Never twice,8.5, Park Ah-in,5.9, Drama,Choi Won-suk,Goo Hyun-sook,2019,72,MBC,Broadcast
Never twice,8.5, Oh JI-ho,5.9,Comedy,Choi Won-suk,Goo Hyun-sook,2019,72,MBC,Broadcast
Never twice,8.5, Oh JI-ho,5.9, Family,Choi Won-suk,Goo Hyun-sook,2019,72,MBC,Broadcast
Never twice,8.5, Oh JI-ho,5.9, Drama,Choi Won-suk,Goo Hyun-sook,2019,72,MBC,Broadcast
Never twice,8.5, Young Yuh-jung,5.9,Comedy,Choi Won-suk,Goo Hyun-sook,2019,72,MBC,Broadcast
Never twice,8.5, Young Yuh-jung,5.9, Family,Choi Won-suk,Goo Hyun-sook,2019,72,MBC,Broadcast
Never twice,8.5, Young Yuh-jung,5.9, Drama,Choi Won-suk,Goo Hyun-sook,2019,72,MBC,Broadcast
Hospital Playlist 2,8.8,Jo Jung-suk,12,Medical,Shin Won-ho,Lee Woo-jung,2021,12,TvN,Broadcast
Hospital Playlist 2,8.8,Jo Jung-suk,12, Drama,Shin Won-ho,Lee Woo-jung,2021,12,TvN,Broadcast
Hospital Playlist 2,8.8,Jo Jung-suk,12, Romance,Shin Won-ho,Lee Woo-jung,2021,12,TvN,Broadcast
Hospital Playlist 2,8.8,Jo Jung-suk,12, Comedy,Shin Won-ho,Lee Woo-jung,2021,12,TvN,Broadcast
Hospital Playlist 2,8.8,Jo Jung-suk,12, Life,Shin Won-ho,Lee Woo-jung,2021,12,TvN,Broadcast
Hospital Playlist 2,8.8, Yoo Yeon-seok,12,Medical,Shin Won-ho,Lee Woo-jung,2021,12,TvN,Broadcast
Hospital Playlist 2,8.8, Yoo Yeon-seok,12, Drama,Shin Won-ho,Lee Woo-jung,2021,12,TvN,Broadcast
Hospital Playlist 2,8.8, Yoo Yeon-seok,12, Romance,Shin Won-ho,Lee Woo-jung,2021,12,TvN,Broadcast
Hospital Playlist 2,8.8, Yoo Yeon-seok,12, Comedy,Shin Won-ho,Lee Woo-jung,2021,12,TvN,Broadcast
Hospital Playlist 2,8.8, Yoo Yeon-seok,12, Life,Shin Won-ho,Lee Woo-jung,2021,12,TvN,Broadcast
Hospital Playlist 2,8.8, Jung Kyung-ho,12,Medical,Shin Won-ho,Lee Woo-jung,2021,12,TvN,Broadcast
Hospital Playlist 2,8.8, Jung Kyung-ho,12, Drama,Shin Won-ho,Lee Woo-jung,2021,12,TvN,Broadcast
Hospital Playlist 2,8.8, Jung Kyung-ho,12, Romance,Shin Won-ho,Lee Woo-jung,2021,12,TvN,Broadcast
Hospital Playlist 2,8.8, Jung Kyung-ho,12, Comedy,Shin Won-ho,Lee Woo-jung,2021,12,TvN,Broadcast
Hospital Playlist 2,8.8, Jung Kyung-ho,12, Life,Shin Won-ho,Lee Woo-jung,2021,12,TvN,Broadcast
Hospital Playlist 2,8.8, Kim Dae-myung,12,Medical,Shin Won-ho,Lee Woo-jung,2021,12,TvN,Broadcast
Hospital Playlist 2,8.8, Kim Dae-myung,12, Drama,Shin Won-ho,Lee Woo-jung,2021,12,TvN,Broadcast
Hospital Playlist 2,8.8, Kim Dae-myung,12, Romance,Shin Won-ho,Lee Woo-jung,2021,12,TvN,Broadcast
Hospital Playlist 2,8.8, Kim Dae-myung,12, Comedy,Shin Won-ho,Lee Woo-jung,2021,12,TvN,Broadcast
Hospital Playlist 2,8.8, Kim Dae-myung,12, Life,Shin Won-ho,Lee Woo-jung,2021,12,TvN,Broadcast
Hospital Playlist 2,8.8, Jeon Mi-do,12,Medical,Shin Won-ho,Lee Woo-jung,2021,12,TvN,Broadcast
Hospital Playlist 2,8.8, Jeon Mi-do,12, Drama,Shin Won-ho,Lee Woo-jung,2021,12,TvN,Broadcast
Hospital Playlist 2,8.8, Jeon Mi-do,12, Romance,Shin Won-ho,Lee Woo-jung,2021,12,TvN,Broadcast
Hospital Playlist 2,8.8, Jeon Mi-do,12, Comedy,Shin Won-ho,Lee Woo-jung,2021,12,TvN,Broadcast
Hospital Playlist 2,8.8, Jeon Mi-do,12, Life,Shin Won-ho,Lee Woo-jung,2021,12,TvN,Broadcast
Ghost Doctor,8.5,Rain,5.48,Medical,Boo Seong-cheol,Kim Sun-soo,2022,16,TvN,Broadcast
Ghost Doctor,8.5,Rain,5.48, Drama,Boo Seong-cheol,Kim Sun-soo,2022,16,TvN,Broadcast
Ghost Doctor,8.5,Rain,5.48, Fantasy,Boo Seong-cheol,Kim Sun-soo,2022,16,TvN,Broadcast
Ghost Doctor,8.5, Kim Bum,5.48,Medical,Boo Seong-cheol,Kim Sun-soo,2022,16,TvN,Broadcast
Ghost Doctor,8.5, Kim Bum,5.48, Drama,Boo Seong-cheol,Kim Sun-soo,2022,16,TvN,Broadcast
Ghost Doctor,8.5, Kim Bum,5.48, Fantasy,Boo Seong-cheol,Kim Sun-soo,2022,16,TvN,Broadcast
Ghost Doctor,8.5, Uee,5.48,Medical,Boo Seong-cheol,Kim Sun-soo,2022,16,TvN,Broadcast
Ghost Doctor,8.5, Uee,5.48, Drama,Boo Seong-cheol,Kim Sun-soo,2022,16,TvN,Broadcast
Ghost Doctor,8.5, Uee,5.48, Fantasy,Boo Seong-cheol,Kim Sun-soo,2022,16,TvN,Broadcast
Ghost Doctor,8.5, Son Na-eun,5.48,Medical,Boo Seong-cheol,Kim Sun-soo,2022,16,TvN,Broadcast
Ghost Doctor,8.5, Son Na-eun,5.48, Drama,Boo Seong-cheol,Kim Sun-soo,2022,16,TvN,Broadcast
Ghost Doctor,8.5, Son Na-eun,5.48, Fantasy,Boo Seong-cheol,Kim Sun-soo,2022,16,TvN,Broadcast
Melting me softly,7,Ji Chang-wook,2.1,Romance,Shin Woo-chul,Baek Mi-kyung,2019,16,TvN,Broadcast
Melting me softly,7,Ji Chang-wook,2.1, Comedy,Shin Woo-chul,Baek Mi-kyung,2019,16,TvN,Broadcast
Melting me softly,7,Ji Chang-wook,2.1, Fantasy,Shin Woo-chul,Baek Mi-kyung,2019,16,TvN,Broadcast
Melting me softly,7, Won Jin-ah,2.1,Romance,Shin Woo-chul,Baek Mi-kyung,2019,16,TvN,Broadcast
Melting me softly,7, Won Jin-ah,2.1, Comedy,Shin Woo-chul,Baek Mi-kyung,2019,16,TvN,Broadcast
Melting me softly,7, Won Jin-ah,2.1, Fantasy,Shin Woo-chul,Baek Mi-kyung,2019,16,TvN,Broadcast
Melting me softly,7, Yoon Se-ah,2.1,Romance,Shin Woo-chul,Baek Mi-kyung,2019,16,TvN,Broadcast
Melting me softly,7, Yoon Se-ah,2.1, Comedy,Shin Woo-chul,Baek Mi-kyung,2019,16,TvN,Broadcast
Melting me softly,7, Yoon Se-ah,2.1, Fantasy,Shin Woo-chul,Baek Mi-kyung,2019,16,TvN,Broadcast
Thirty-Nine,7.7,Son Ye-jin,6.5,Romance,Kim Sang-ho,Yoo Yeong-ah,2022,12,JTBC,Cable
Thirty-Nine,7.7,Son Ye-jin,6.5, Life,Kim Sang-ho,Yoo Yeong-ah,2022,12,JTBC,Cable
Thirty-Nine,7.7,Son Ye-jin,6.5, Drama,Kim Sang-ho,Yoo Yeong-ah,2022,12,JTBC,Cable
Thirty-Nine,7.7, Jeon Mi-do,6.5,Romance,Kim Sang-ho,Yoo Yeong-ah,2022,12,JTBC,Cable
Thirty-Nine,7.7, Jeon Mi-do,6.5, Life,Kim Sang-ho,Yoo Yeong-ah,2022,12,JTBC,Cable
Thirty-Nine,7.7, Jeon Mi-do,6.5, Drama,Kim Sang-ho,Yoo Yeong-ah,2022,12,JTBC,Cable
Thirty-Nine,7.7, Kim Ji-hyun,6.5,Romance,Kim Sang-ho,Yoo Yeong-ah,2022,12,JTBC,Cable
Thirty-Nine,7.7, Kim Ji-hyun,6.5, Life,Kim Sang-ho,Yoo Yeong-ah,2022,12,JTBC,Cable
Thirty-Nine,7.7, Kim Ji-hyun,6.5, Drama,Kim Sang-ho,Yoo Yeong-ah,2022,12,JTBC,Cable
Twenty Five Twenty One,8.7,Kim Tae-ri,9.6,Romance,Jung Ji-hyun,Kwon Do-eun,2022,16,TvN,Broadcast
Twenty Five Twenty One,8.7,Kim Tae-ri,9.6, Coming-of-age,Jung Ji-hyun,Kwon Do-eun,2022,16,TvN,Broadcast
Twenty Five Twenty One,8.7, Nam Joo-hyuk,9.6,Romance,Jung Ji-hyun,Kwon Do-eun,2022,16,TvN,Broadcast
Twenty Five Twenty One,8.7, Nam Joo-hyuk,9.6, Coming-of-age,Jung Ji-hyun,Kwon Do-eun,2022,16,TvN,Broadcast
Twenty Five Twenty One,8.7, Bona,9.6,Romance,Jung Ji-hyun,Kwon Do-eun,2022,16,TvN,Broadcast
Twenty Five Twenty One,8.7, Bona,9.6, Coming-of-age,Jung Ji-hyun,Kwon Do-eun,2022,16,TvN,Broadcast
Twenty Five Twenty One,8.7, Choi Hyun-wook,9.6,Romance,Jung Ji-hyun,Kwon Do-eun,2022,16,TvN,Broadcast
Twenty Five Twenty One,8.7, Choi Hyun-wook,9.6, Coming-of-age,Jung Ji-hyun,Kwon Do-eun,2022,16,TvN,Broadcast
Twenty Five Twenty One,8.7, Lee Joo-myung,9.6,Romance,Jung Ji-hyun,Kwon Do-eun,2022,16,TvN,Broadcast
Twenty Five Twenty One,8.7, Lee Joo-myung,9.6, Coming-of-age,Jung Ji-hyun,Kwon Do-eun,2022,16,TvN,Broadcast
Gaduri Restaurant,7.8,Lee Joo-bin,2.5,Romance,Seo Min-jung,Jang Yoo-yeon,2020,15,Naver TV Cast,Streaming
Gaduri Restaurant,7.8,Lee Joo-bin,2.5, Comedy,Seo Min-jung,Jang Yoo-yeon,2020,15,Naver TV Cast,Streaming
Gaduri Restaurant,7.8, Hyuk,2.5,Romance,Seo Min-jung,Jang Yoo-yeon,2020,15,Naver TV Cast,Streaming
Gaduri Restaurant,7.8, Hyuk,2.5, Comedy,Seo Min-jung,Jang Yoo-yeon,2020,15,Naver TV Cast,Streaming
Gaduri Restaurant,7.8, Choi Ji-hui,2.5,Romance,Seo Min-jung,Jang Yoo-yeon,2020,15,Naver TV Cast,Streaming
Gaduri Restaurant,7.8, Choi Ji-hui,2.5, Comedy,Seo Min-jung,Jang Yoo-yeon,2020,15,Naver TV Cast,Streaming
Gaduri Restaurant,7.8, Jung Jae-oh,2.5,Romance,Seo Min-jung,Jang Yoo-yeon,2020,15,Naver TV Cast,Streaming
Gaduri Restaurant,7.8, Jung Jae-oh,2.5, Comedy,Seo Min-jung,Jang Yoo-yeon,2020,15,Naver TV Cast,Streaming
Gaduri Restaurant,7.8, Kim Sung-tae,2.5,Romance,Seo Min-jung,Jang Yoo-yeon,2020,15,Naver TV Cast,Streaming
Gaduri Restaurant,7.8, Kim Sung-tae,2.5, Comedy,Seo Min-jung,Jang Yoo-yeon,2020,15,Naver TV Cast,Streaming
Gaduri Restaurant,7.8, Lee Hyeong-seok,2.5,Romance,Seo Min-jung,Jang Yoo-yeon,2020,15,Naver TV Cast,Streaming
Gaduri Restaurant,7.8, Lee Hyeong-seok,2.5, Comedy,Seo Min-jung,Jang Yoo-yeon,2020,15,Naver TV Cast,Streaming
Gaduri Restaurant,7.8, Yoon Seul,2.5,Romance,Seo Min-jung,Jang Yoo-yeon,2020,15,Naver TV Cast,Streaming
Gaduri Restaurant,7.8, Yoon Seul,2.5, Comedy,Seo Min-jung,Jang Yoo-yeon,2020,15,Naver TV Cast,Streaming
Gaduri Restaurant,7.8, Jang Sol-mi,2.5,Romance,Seo Min-jung,Jang Yoo-yeon,2020,15,Naver TV Cast,Streaming
Gaduri Restaurant,7.8, Jang Sol-mi,2.5, Comedy,Seo Min-jung,Jang Yoo-yeon,2020,15,Naver TV Cast,Streaming
Business Proposal,8.2,Ahn Hyo-seop,9.36,Romance,Park Seon-ho,Han Seol-hee,2022,12,SBS,Broadcast
Business Proposal,8.2,Ahn Hyo-seop,9.36,Romance,Park Seon-ho, Hong Bo-hee,2022,12,SBS,Broadcast
Business Proposal,8.2,Ahn Hyo-seop,9.36, Comedy,Park Seon-ho,Han Seol-hee,2022,12,SBS,Broadcast
Business Proposal,8.2,Ahn Hyo-seop,9.36, Comedy,Park Seon-ho, Hong Bo-hee,2022,12,SBS,Broadcast
Business Proposal,8.2, Kim Se-jeong,9.36,Romance,Park Seon-ho,Han Seol-hee,2022,12,SBS,Broadcast
Business Proposal,8.2, Kim Se-jeong,9.36,Romance,Park Seon-ho, Hong Bo-hee,2022,12,SBS,Broadcast
Business Proposal,8.2, Kim Se-jeong,9.36, Comedy,Park Seon-ho,Han Seol-hee,2022,12,SBS,Broadcast
Business Proposal,8.2, Kim Se-jeong,9.36, Comedy,Park Seon-ho, Hong Bo-hee,2022,12,SBS,Broadcast
Business Proposal,8.2, Kim Min-kyu,9.36,Romance,Park Seon-ho,Han Seol-hee,2022,12,SBS,Broadcast
Business Proposal,8.2, Kim Min-kyu,9.36,Romance,Park Seon-ho, Hong Bo-hee,2022,12,SBS,Broadcast
Business Proposal,8.2, Kim Min-kyu,9.36, Comedy,Park Seon-ho,Han Seol-hee,2022,12,SBS,Broadcast
Business Proposal,8.2, Kim Min-kyu,9.36, Comedy,Park Seon-ho, Hong Bo-hee,2022,12,SBS,Broadcast
Business Proposal,8.2, Seol In-ah,9.36,Romance,Park Seon-ho,Han Seol-hee,2022,12,SBS,Broadcast
Business Proposal,8.2, Seol In-ah,9.36,Romance,Park Seon-ho, Hong Bo-hee,2022,12,SBS,Broadcast
Business Proposal,8.2, Seol In-ah,9.36, Comedy,Park Seon-ho,Han Seol-hee,2022,12,SBS,Broadcast
Business Proposal,8.2, Seol In-ah,9.36, Comedy,Park Seon-ho, Hong Bo-hee,2022,12,SBS,Broadcast
Soundtrack #1,7.9,Park Hyung-sik,7,Romance,Kim Hee-won,Ahn Sae-bom,2022,4,Disney+,Streaming
Soundtrack #1,7.9,Park Hyung-sik,7, Music,Kim Hee-won,Ahn Sae-bom,2022,4,Disney+,Streaming
Soundtrack #1,7.9, Han So-hee,7,Romance,Kim Hee-won,Ahn Sae-bom,2022,4,Disney+,Streaming
Soundtrack #1,7.9, Han So-hee,7, Music,Kim Hee-won,Ahn Sae-bom,2022,4,Disney+,Streaming
Military Prosecutor Doberman,8,Ahn Bo-hyun,7.9,Legal,Jin Chang-gyu,Yoon Hyun-mo,2022,16,TvN,Broadcast
Military Prosecutor Doberman,8,Ahn Bo-hyun,7.9, Military,Jin Chang-gyu,Yoon Hyun-mo,2022,16,TvN,Broadcast
Military Prosecutor Doberman,8, Jo Bo-ah,7.9,Legal,Jin Chang-gyu,Yoon Hyun-mo,2022,16,TvN,Broadcast
Military Prosecutor Doberman,8, Jo Bo-ah,7.9, Military,Jin Chang-gyu,Yoon Hyun-mo,2022,16,TvN,Broadcast
Crazy love,7.5,Kim Jae-wook,3.2,Romance,Kim Jung-hyun,Kim Bo-gyeom,2022,16,KBS,Broadcast
Crazy love,7.5,Kim Jae-wook,3.2, Comedy,Kim Jung-hyun,Kim Bo-gyeom,2022,16,KBS,Broadcast
Crazy love,7.5, Krystal Jung,3.2,Romance,Kim Jung-hyun,Kim Bo-gyeom,2022,16,KBS,Broadcast
Crazy love,7.5, Krystal Jung,3.2, Comedy,Kim Jung-hyun,Kim Bo-gyeom,2022,16,KBS,Broadcast
Crazy love,7.5, Ha Jun,3.2,Romance,Kim Jung-hyun,Kim Bo-gyeom,2022,16,KBS,Broadcast
Crazy love,7.5, Ha Jun,3.2, Comedy,Kim Jung-hyun,Kim Bo-gyeom,2022,16,KBS,Broadcast
Pachinko S1,8.4,Soji Arai,7,Drama,Kogonada,Min Jin-lee,2022,8,Apple TV+,Streaming
Pachinko S1,8.4,Soji Arai,7,Drama, Justin Chon,Min Jin-lee,2022,8,Apple TV+,Streaming
Pachinko S1,8.4, Jin Ha,7,Drama,Kogonada,Min Jin-lee,2022,8,Apple TV+,Streaming
Pachinko S1,8.4, Jin Ha,7,Drama, Justin Chon,Min Jin-lee,2022,8,Apple TV+,Streaming
Pachinko S1,8.4, Jun-woo Han,7,Drama,Kogonada,Min Jin-lee,2022,8,Apple TV+,Streaming
Pachinko S1,8.4, Jun-woo Han,7,Drama, Justin Chon,Min Jin-lee,2022,8,Apple TV+,Streaming
Pachinko S1,8.4, In-ji Jeong,7,Drama,Kogonada,Min Jin-lee,2022,8,Apple TV+,Streaming
Pachinko S1,8.4, In-ji Jeong,7,Drama, Justin Chon,Min Jin-lee,2022,8,Apple TV+,Streaming
Pachinko S1,8.4, Eun-chae Jung,7,Drama,Kogonada,Min Jin-lee,2022,8,Apple TV+,Streaming
Pachinko S1,8.4, Eun-chae Jung,7,Drama, Justin Chon,Min Jin-lee,2022,8,Apple TV+,Streaming
Pachinko S1,8.4, Min-ha Kim,7,Drama,Kogonada,Min Jin-lee,2022,8,Apple TV+,Streaming
Pachinko S1,8.4, Min-ha Kim,7,Drama, Justin Chon,Min Jin-lee,2022,8,Apple TV+,Streaming
Pachinko S1,8.4, Lee Min-ho,7,Drama,Kogonada,Min Jin-lee,2022,8,Apple TV+,Streaming
Pachinko S1,8.4, Lee Min-ho,7,Drama, Justin Chon,Min Jin-lee,2022,8,Apple TV+,Streaming
Pachinko S1,8.4, Kaho Minami,7,Drama,Kogonada,Min Jin-lee,2022,8,Apple TV+,Streaming
Pachinko S1,8.4, Kaho Minami,7,Drama, Justin Chon,Min Jin-lee,2022,8,Apple TV+,Streaming
Pachinko S1,8.4, Steve Sanghyun Noh,7,Drama,Kogonada,Min Jin-lee,2022,8,Apple TV+,Streaming
Pachinko S1,8.4, Steve Sanghyun Noh,7,Drama, Justin Chon,Min Jin-lee,2022,8,Apple TV+,Streaming
Pachinko S1,8.4, Anna Sawai,7,Drama,Kogonada,Min Jin-lee,2022,8,Apple TV+,Streaming
Pachinko S1,8.4, Anna Sawai,7,Drama, Justin Chon,Min Jin-lee,2022,8,Apple TV+,Streaming
Pachinko S1,8.4, Jimmi Simpson,7,Drama,Kogonada,Min Jin-lee,2022,8,Apple TV+,Streaming
Pachinko S1,8.4, Jimmi Simpson,7,Drama, Justin Chon,Min Jin-lee,2022,8,Apple TV+,Streaming
Pachinko S1,8.4, Yuh-jung Youn,7,Drama,Kogonada,Min Jin-lee,2022,8,Apple TV+,Streaming
Pachinko S1,8.4, Yuh-jung Youn,7,Drama, Justin Chon,Min Jin-lee,2022,8,Apple TV+,Streaming
The sound of magic,7.8,Ji Chang-wook,7,Musical,Kim Seong-yoon,Kim Min-jung,2022,6,Netflix,Streaming
The sound of magic,7.8,Ji Chang-wook,7, Fantasy,Kim Seong-yoon,Kim Min-jung,2022,6,Netflix,Streaming
The sound of magic,7.8,Ji Chang-wook,7, Coming-of-age,Kim Seong-yoon,Kim Min-jung,2022,6,Netflix,Streaming
The sound of magic,7.8, Choi Sung-eun,7,Musical,Kim Seong-yoon,Kim Min-jung,2022,6,Netflix,Streaming
The sound of magic,7.8, Choi Sung-eun,7, Fantasy,Kim Seong-yoon,Kim Min-jung,2022,6,Netflix,Streaming
The sound of magic,7.8, Choi Sung-eun,7, Coming-of-age,Kim Seong-yoon,Kim Min-jung,2022,6,Netflix,Streaming
The sound of magic,7.8, Hwang In-youp,7,Musical,Kim Seong-yoon,Kim Min-jung,2022,6,Netflix,Streaming
The sound of magic,7.8, Hwang In-youp,7, Fantasy,Kim Seong-yoon,Kim Min-jung,2022,6,Netflix,Streaming
The sound of magic,7.8, Hwang In-youp,7, Coming-of-age,Kim Seong-yoon,Kim Min-jung,2022,6,Netflix,Streaming
Tomorrow,8.9,Kim Hee-sun,3.4,Fantasy,Kim Tae-yoon,Park Ran-i,2022,16,MBC,Broadcast
Tomorrow,8.9,Kim Hee-sun,3.4,Fantasy,Kim Tae-yoon, Park Ja-kyung,2022,16,MBC,Broadcast
Tomorrow,8.9,Kim Hee-sun,3.4,Fantasy,Kim Tae-yoon, Kim Yu-jin,2022,16,MBC,Broadcast
Tomorrow,8.9,Kim Hee-sun,3.4,Fantasy, Sung Chi-wook,Park Ran-i,2022,16,MBC,Broadcast
Tomorrow,8.9,Kim Hee-sun,3.4,Fantasy, Sung Chi-wook, Park Ja-kyung,2022,16,MBC,Broadcast
Tomorrow,8.9,Kim Hee-sun,3.4,Fantasy, Sung Chi-wook, Kim Yu-jin,2022,16,MBC,Broadcast
Tomorrow,8.9, Rowoon,3.4,Fantasy,Kim Tae-yoon,Park Ran-i,2022,16,MBC,Broadcast
Tomorrow,8.9, Rowoon,3.4,Fantasy,Kim Tae-yoon, Park Ja-kyung,2022,16,MBC,Broadcast
Tomorrow,8.9, Rowoon,3.4,Fantasy,Kim Tae-yoon, Kim Yu-jin,2022,16,MBC,Broadcast
Tomorrow,8.9, Rowoon,3.4,Fantasy, Sung Chi-wook,Park Ran-i,2022,16,MBC,Broadcast
Tomorrow,8.9, Rowoon,3.4,Fantasy, Sung Chi-wook, Park Ja-kyung,2022,16,MBC,Broadcast
Tomorrow,8.9, Rowoon,3.4,Fantasy, Sung Chi-wook, Kim Yu-jin,2022,16,MBC,Broadcast
Tomorrow,8.9, Lee Soo-hyuk,3.4,Fantasy,Kim Tae-yoon,Park Ran-i,2022,16,MBC,Broadcast
Tomorrow,8.9, Lee Soo-hyuk,3.4,Fantasy,Kim Tae-yoon, Park Ja-kyung,2022,16,MBC,Broadcast
Tomorrow,8.9, Lee Soo-hyuk,3.4,Fantasy,Kim Tae-yoon, Kim Yu-jin,2022,16,MBC,Broadcast
Tomorrow,8.9, Lee Soo-hyuk,3.4,Fantasy, Sung Chi-wook,Park Ran-i,2022,16,MBC,Broadcast
Tomorrow,8.9, Lee Soo-hyuk,3.4,Fantasy, Sung Chi-wook, Park Ja-kyung,2022,16,MBC,Broadcast
Tomorrow,8.9, Lee Soo-hyuk,3.4,Fantasy, Sung Chi-wook, Kim Yu-jin,2022,16,MBC,Broadcast
Tomorrow,8.9, Yoon Ji-on,3.4,Fantasy,Kim Tae-yoon,Park Ran-i,2022,16,MBC,Broadcast
Tomorrow,8.9, Yoon Ji-on,3.4,Fantasy,Kim Tae-yoon, Park Ja-kyung,2022,16,MBC,Broadcast
Tomorrow,8.9, Yoon Ji-on,3.4,Fantasy,Kim Tae-yoon, Kim Yu-jin,2022,16,MBC,Broadcast
Tomorrow,8.9, Yoon Ji-on,3.4,Fantasy, Sung Chi-wook,Park Ran-i,2022,16,MBC,Broadcast
Tomorrow,8.9, Yoon Ji-on,3.4,Fantasy, Sung Chi-wook, Park Ja-kyung,2022,16,MBC,Broadcast
Tomorrow,8.9, Yoon Ji-on,3.4,Fantasy, Sung Chi-wook, Kim Yu-jin,2022,16,MBC,Broadcast
The liberation notes,8.4,Lee Min-ki,4.09,Slice-of-life,Kim Seok-yoon,Park Hae-young,2022,16,JTBC,Cable
The liberation notes,8.4, Kim Ji-won,4.09,Slice-of-life,Kim Seok-yoon,Park Hae-young,2022,16,JTBC,Cable
The liberation notes,8.4, Son Seok-koo,4.09,Slice-of-life,Kim Seok-yoon,Park Hae-young,2022,16,JTBC,Cable
The liberation notes,8.4, Lee El,4.09,Slice-of-life,Kim Seok-yoon,Park Hae-young,2022,16,JTBC,Cable
Love all Play,8.3,Park Ju-hyun,1.4,Romance,Jo Woong,Heo Sủng-hye,2022,16,KBS,Broadcast
Love all Play,8.3,Park Ju-hyun,1.4, Drama,Jo Woong,Heo Sủng-hye,2022,16,KBS,Broadcast
Love all Play,8.3,Park Ju-hyun,1.4, Sports,Jo Woong,Heo Sủng-hye,2022,16,KBS,Broadcast
Love all Play,8.3, Chae Jong-hyeop,1.4,Romance,Jo Woong,Heo Sủng-hye,2022,16,KBS,Broadcast
Love all Play,8.3, Chae Jong-hyeop,1.4, Drama,Jo Woong,Heo Sủng-hye,2022,16,KBS,Broadcast
Love all Play,8.3, Chae Jong-hyeop,1.4, Sports,Jo Woong,Heo Sủng-hye,2022,16,KBS,Broadcast
Love all Play,8.3, Park Ji-hyun,1.4,Romance,Jo Woong,Heo Sủng-hye,2022,16,KBS,Broadcast
